[2023-06-12 09:36:40:909] ¹²ÏíHUMMAPÓ³ÉäÃû£ºtool_server_4hobwp38781623_1_2
[2023-06-12 09:38:20:897] >>Onrun M2HEART
[2023-06-12 09:38:22:412] >>Onrun M2HEART
[2023-06-12 09:38:23:935] >>Onrun M2HEART

[2023-06-12 09:38:25:443] >>Onrun M2HEART
[2023-06-12 09:38:26:963] >>Onrun M2HEART
[2023-06-12 09:38:28:476] >>Onrun M2HEART
[2023-06-12 09:38:30:004] >>Onrun M2HEART

[2023-06-12 09:38:31:511] >>Onrun M2HEART
[2023-06-12 09:38:33:023] >>Onrun M2HEART
[2023-06-12 09:38:34:549] >>Onrun M2HEART

[2023-06-12 09:38:36:058] >>Onrun M2HEART
[2023-06-12 09:38:37:568] >>Onrun M2HEART
[2023-06-12 09:38:39:083] >>Onrun M2HEART

[2023-06-12 09:38:40:613] >>Onrun M2HEART
[2023-06-12 09:38:42:125] >>Onrun M2HEART
[2023-06-12 09:38:43:641] >>Onrun M2HEART

[2023-06-12 09:38:45:150] >>Onrun M2HEART
[2023-06-12 09:38:46:676] >>Onrun M2HEART
[2023-06-12 09:38:48:186] >>Onrun M2HEART
[2023-06-12 09:38:49:696] >>Onrun M2HEART

[2023-06-12 09:38:51:208] >>Onrun M2HEART
[2023-06-12 09:38:52:736] >>Onrun M2HEART
[2023-06-12 09:38:54:251] >>Onrun M2HEART

[2023-06-12 09:38:55:770] >>Onrun M2HEART
[2023-06-12 09:38:57:280] >>Onrun M2HEART
[2023-06-12 09:38:58:798] >>Onrun M2HEART

[2023-06-12 09:39:00:305] >>Onrun M2HEART
[2023-06-12 09:39:01:830] >>Onrun M2HEART
[2023-06-12 09:39:03:343] >>Onrun M2HEART
[2023-06-12 09:39:04:851] >>Onrun M2HEART

[2023-06-12 09:39:06:376] >>Onrun M2HEART
[2023-06-12 09:39:07:888] >>Onrun M2HEART
[2023-06-12 09:39:09:410] >>Onrun M2HEART

[2023-06-12 09:39:10:924] >>Onrun M2HEART
[2023-06-12 09:39:12:438] >>Onrun M2HEART
[2023-06-12 09:39:13:947] >>Onrun M2HEART

[2023-06-12 09:39:15:461] >>Onrun M2HEART
[2023-06-12 09:39:16:982] >>Onrun M2HEART
[2023-06-12 09:39:18:490] >>Onrun M2HEART

[2023-06-12 09:39:20:005] >>Onrun M2HEART
[2023-06-12 09:39:21:521] >>Onrun M2HEART
[2023-06-12 09:39:23:052] >>Onrun M2HEART
[2023-06-12 09:39:24:576] >>Onrun M2HEART

[2023-06-12 09:39:26:092] >>Onrun M2HEART
[2023-06-12 09:39:27:610] >>Onrun M2HEART
[2023-06-12 09:39:29:118] >>Onrun M2HEART

[2023-06-12 09:39:30:643] >>Onrun M2HEART
[2023-06-12 09:39:32:155] >>Onrun M2HEART
[2023-06-12 09:39:33:664] >>Onrun M2HEART

[2023-06-12 09:39:35:187] >>Onrun M2HEART
[2023-06-12 09:39:36:701] >>Onrun M2HEART
[2023-06-12 09:39:38:211] >>Onrun M2HEART
[2023-06-12 09:39:39:724] >>Onrun M2HEART

[2023-06-12 09:39:41:246] >>Onrun M2HEART
[2023-06-12 09:39:42:755] >>Onrun M2HEART
[2023-06-12 09:39:44:277] >>Onrun M2HEART

[2023-06-12 09:39:45:788] >>Onrun M2HEART
[2023-06-12 09:39:47:314] >>Onrun M2HEART
[2023-06-12 09:39:48:823] >>Onrun M2HEART

[2023-06-12 09:39:50:333] >>Onrun M2HEART
[2023-06-12 09:39:51:855] >>Onrun M2HEART
[2023-06-12 09:39:53:379] >>Onrun M2HEART
[2023-06-12 09:39:54:887] >>Onrun M2HEART

[2023-06-12 09:39:56:409] >>Onrun M2HEART
[2023-06-12 09:39:57:918] >>Onrun M2HEART
[2023-06-12 09:39:59:428] >>Onrun M2HEART

[2023-06-12 09:40:00:949] >>Onrun M2HEART
[2023-06-12 09:40:02:460] >>Onrun M2HEART
[2023-06-12 09:40:03:984] >>Onrun M2HEART

[2023-06-12 09:40:05:492] >>Onrun M2HEART
[2023-06-12 09:40:07:005] >>Onrun M2HEART
[2023-06-12 09:40:08:523] >>Onrun M2HEART

[2023-06-12 09:40:10:049] >>Onrun M2HEART
[2023-06-12 09:40:11:555] >>Onrun M2HEART
[2023-06-12 09:40:13:078] >>Onrun M2HEART
[2023-06-12 09:40:14:589] >>Onrun M2HEART

[2023-06-12 09:40:16:113] >>Onrun M2HEART
[2023-06-12 09:40:17:619] >>Onrun M2HEART
[2023-06-12 09:40:19:130] >>Onrun M2HEART

[2023-06-12 09:40:20:653] >>Onrun M2HEART
[2023-06-12 09:40:22:172] >>Onrun M2HEART
[2023-06-12 09:40:23:679] >>Onrun M2HEART

[2023-06-12 09:40:25:197] >>Onrun M2HEART
[2023-06-12 09:40:26:719] >>Onrun M2HEART
[2023-06-12 09:40:28:226] >>Onrun M2HEART
[2023-06-12 09:40:29:746] >>Onrun M2HEART

[2023-06-12 09:40:31:269] >>Onrun M2HEART
[2023-06-12 09:40:32:778] >>Onrun M2HEART
[2023-06-12 09:40:34:289] >>Onrun M2HEART

[2023-06-12 09:40:35:816] >>Onrun M2HEART
[2023-06-12 09:40:37:325] >>Onrun M2HEART
[2023-06-12 09:40:38:845] >>Onrun M2HEART

[2023-06-12 09:40:40:354] >>Onrun M2HEART
[2023-06-12 09:40:41:874] >>Onrun M2HEART
[2023-06-12 09:40:43:384] >>Onrun M2HEART
[2023-06-12 09:40:44:897] >>Onrun M2HEART

[2023-06-12 09:40:46:421] >>Onrun M2HEART
[2023-06-12 09:40:47:932] >>Onrun M2HEART
[2023-06-12 09:40:49:457] >>Onrun M2HEART

[2023-06-12 09:40:50:970] >>Onrun M2HEART
[2023-06-12 09:40:52:483] >>Onrun M2HEART
[2023-06-12 09:40:53:991] >>Onrun M2HEART

[2023-06-12 09:40:55:518] >>Onrun M2HEART
[2023-06-12 09:40:57:031] >>Onrun M2HEART
[2023-06-12 09:40:58:543] >>Onrun M2HEART

[2023-06-12 09:41:00:066] >>Onrun M2HEART
[2023-06-12 09:41:01:575] >>Onrun M2HEART
[2023-06-12 09:41:03:087] >>Onrun M2HEART
[2023-06-12 09:41:04:610] >>Onrun M2HEART

[2023-06-12 09:41:05:231] GM_OPEN nSocket 0 wGSocketIdx 2145189904
[2023-06-12 09:41:05:261] >>Login: 1 
[2023-06-12 09:41:05:261] >>LoginInfo: *#38805466/°®°¦/10000000001685695769000003064/2/2/0/1/0/1/1/0/1
[2023-06-12 09:41:05:261] >>Login: 2 38805466, sessionID:2
[2023-06-12 09:41:05:261] >>Login: 3 38805466
[2023-06-12 09:41:05:276] >>Login: 5_0 38805466
[2023-06-12 09:41:05:496] >>Login: 5 38805466, 1, 1
[2023-06-12 09:41:05:496] >>Login: 6 38805466
[2023-06-12 09:41:05:496] >>Login: TFrontEngine.LoadHumFromDB 38805466-10000000001685695769000003064,flag:6 
[2023-06-12 09:41:05:574] >>Login: 6-1 38805466
[2023-06-12 09:41:05:574] >>°®°¦£¬±äÁ¿¼ÓÔØÖÐ...
[2023-06-12 09:41:05:574] >>°®°¦£¬Êý¾Ý¿â¼ÓÔØ±äÁ¿
[2023-06-12 09:41:05:574] >>Login: 6-3 38805466, AType:0
[2023-06-12 09:41:05:574] >>Login: 7 38805466
[2023-06-12 09:41:05:574] MakeNewHuman TEnvirnoment.AddPlayer: °®°¦-10000000001685695769000003064 HP:2672 map:3
[2023-06-12 09:41:05:621] >>Login: 8 38805466
[2023-06-12 09:41:06:120] >>Onrun M2HEART
[2023-06-12 09:41:07:633] >>Onrun M2HEART
[2023-06-12 09:41:08:632] ÏûÏ¢¼ÇÂ¼:°®°¦[3-328,327] -> 1018,0,41944176,10492,2,{"cfg_custpro_caption":"e5eb6fa33f4074556c988ad4d0985c00","cfg_unbindlist":"79c03e5b2b9f4a29004e75c5ff645fb7","channelId":"1","cfg_stditem":"e93d0dee707642acc7cd15f9b93e9a8efdb73b2449c051d152d2cde1ba2f4120","gameid":1,"cfg_suit":"5f99cda5f1a37da76a4c7d25474215a2","packageName":"package"}
[2023-06-12 09:41:08:678] >>Login: 9 38805466
[2023-06-12 09:41:08:678] >>Login: 10 cfg_game_data,  -> efd4d3db6541820ae84b3796c367d635
[2023-06-12 09:41:08:679] >>Login: 11 38805466
[2023-06-12 09:41:08:913] ÏûÏ¢¼ÇÂ¼:°®°¦[3-328,327] -> 1046,0,0,0,1,
[2023-06-12 09:41:08:913] ÏûÏ¢¼ÇÂ¼:°®°¦[3-328,327] -> 1046,0,0,0,2,
[2023-06-12 09:41:08:913] ÏûÏ¢¼ÇÂ¼:°®°¦[3-328,327] -> 1046,0,0,0,3,
[2023-06-12 09:41:08:913] ÏûÏ¢¼ÇÂ¼:°®°¦[3-328,327] -> 1046,0,0,0,4,
[2023-06-12 09:41:08:913] ÏûÏ¢¼ÇÂ¼:°®°¦[3-328,327] -> 1046,0,0,0,5,
[2023-06-12 09:41:09:147] >>Onrun M2HEART

[2023-06-12 09:41:10:081] ÏûÏ¢¼ÇÂ¼:°®°¦[3-328,327] -> 2020,0,0,0,0,38805466/0.0.0/3.3.3045/nil/0/111/1
[2023-06-12 09:41:10:673] >>Onrun M2HEART
[2023-06-12 09:41:10:704] ÏûÏ¢¼ÇÂ¼:°®°¦[3-328,327] -> 81,0,0,0,0,
[2023-06-12 09:41:10:704] ÏûÏ¢¼ÇÂ¼:°®°¦[3-328,327] -> 5260,0,0,0,0,
[2023-06-12 09:41:10:704] ÏûÏ¢¼ÇÂ¼:°®°¦[3-328,327] -> 1078,0,0,0,0,
[2023-06-12 09:41:10:704] ÏûÏ¢¼ÇÂ¼:°®°¦[3-328,327] -> 1079,0,0,0,0,
[2023-06-12 09:41:10:704] ÏûÏ¢¼ÇÂ¼:°®°¦[3-328,327] -> 5148,0,0,0,0,
[2023-06-12 09:41:10:704] ÏûÏ¢¼ÇÂ¼:°®°¦[3-328,327] -> 5277,0,0,0,0,[{"key":"BB_FOLLOW_ATTACK","value":1},{"key":"HERO_FOLLOW_ATTACK","value":1},{"key":"HERO_ATTACK_DODGE","value":1}]
[2023-06-12 09:41:10:704] ÏûÏ¢¼ÇÂ¼:°®°¦[3-328,327] -> 1103,0,0,0,0,
[2023-06-12 09:41:10:704] ÏûÏ¢¼ÇÂ¼:°®°¦[3-328,327] -> 1151,0,0,0,0,
[2023-06-12 09:41:10:704] ÏûÏ¢¼ÇÂ¼:°®°¦[3-328,327] -> 6209,0,0,0,0,
[2023-06-12 09:41:10:704] ÏûÏ¢¼ÇÂ¼:°®°¦[3-328,327] -> 6208,0,0,0,0,
[2023-06-12 09:41:10:783] ÏûÏ¢¼ÇÂ¼:°®°¦[3-328,327] -> 6202,0,0,0,1,
[2023-06-12 09:41:12:183] >>Onrun M2HEART
[2023-06-12 09:41:13:693] >>Onrun M2HEART
[2023-06-12 09:41:13:693] ÏûÏ¢¼ÇÂ¼:°®°¦[3-332,331] -> 1011,0,0,0,0,{"UserID":"999999999","index":999999999,"Act":"@Ê×³å³äÖµ"}

[2023-06-12 09:41:15:218] >>Onrun M2HEART
[2023-06-12 09:41:16:731] >>Onrun M2HEART
[2023-06-12 09:41:18:244] >>Onrun M2HEART
[2023-06-12 09:41:19:767] >>Onrun M2HEART

[2023-06-12 09:41:21:274] >>Onrun M2HEART
[2023-06-12 09:41:22:786] >>Onrun M2HEART
[2023-06-12 09:41:24:310] >>Onrun M2HEART

[2023-06-12 09:41:25:820] >>Onrun M2HEART
[2023-06-12 09:41:27:347] >>Onrun M2HEART
[2023-06-12 09:41:28:862] >>Onrun M2HEART

[2023-06-12 09:41:30:371] >>Onrun M2HEART
[2023-06-12 09:41:31:881] >>Onrun M2HEART
[2023-06-12 09:41:33:407] >>Onrun M2HEART
[2023-06-12 09:41:34:919] >>Onrun M2HEART

[2023-06-12 09:41:36:430] >>Onrun M2HEART
[2023-06-12 09:41:37:007] ÏûÏ¢¼ÇÂ¼:°®°¦[3-336,339] -> 3010,0,7,0,22217040,
[2023-06-12 09:41:37:631] ÏûÏ¢¼ÇÂ¼:°®°¦[3-336,339] -> 1010,0,0,0,0,{"UserID":"10007","index":21}
[2023-06-12 09:41:37:943] >>Onrun M2HEART
[2023-06-12 09:41:38:676] ÏûÏ¢¼ÇÂ¼:°®°¦[3-336,339] -> 1011,0,0,0,0,{"UserID":"10007","index":21,"Act":"@½øÈëµØÍ¼"}
[2023-06-12 09:41:39:470] >>Onrun M2HEART

[2023-06-12 09:41:40:109] ÏûÏ¢¼ÇÂ¼:°®°¦[3-336,339] -> 1011,0,0,0,0,{"UserID":"10007","index":21,"Act":"@exit"}
[2023-06-12 09:41:40:655] ÏûÏ¢¼ÇÂ¼:°®°¦[3-336,339] -> 1010,0,0,0,0,{"UserID":"10008","index":22}
[2023-06-12 09:41:40:980] >>Onrun M2HEART
[2023-06-12 09:41:41:468] ÏûÏ¢¼ÇÂ¼:°®°¦[3-336,339] -> 1011,0,0,0,0,{"UserID":"10008","index":22,"Act":"@½øÈëµØÍ¼"}
[2023-06-12 09:41:41:468] >>>>>TBaseObject.SpaceMove °®°¦-10000000001685695769000003064[3->mgdt1] curTid:41164
[2023-06-12 09:41:42:496] >>Onrun M2HEART
[2023-06-12 09:41:43:350] ÏûÏ¢¼ÇÂ¼:°®°¦[mgdt1-21,25] -> 3199,0,0,0,0,{"index":104,"subid":1,"act":"@Í£Ö¹¹Ò»ú"}
[2023-06-12 09:41:43:520] ÏûÏ¢¼ÇÂ¼:°®°¦[mgdt1-21,25] -> 5283,0,0,0,0,
[2023-06-12 09:41:44:020] >>Onrun M2HEART

[2023-06-12 09:41:45:546] >>Onrun M2HEART
[2023-06-12 09:41:47:055] >>Onrun M2HEART
[2023-06-12 09:41:48:569] >>Onrun M2HEART

[2023-06-12 09:41:50:093] >>Onrun M2HEART
[2023-06-12 09:41:50:281] ÏûÏ¢¼ÇÂ¼:°®°¦[mgdt1-19,23] -> 1001,19,23,0,0,0
[2023-06-12 09:41:51:608] >>Onrun M2HEART
[2023-06-12 09:41:53:128] >>Onrun M2HEART
[2023-06-12 09:41:54:638] >>Onrun M2HEART

[2023-06-12 09:41:56:153] >>Onrun M2HEART
[2023-06-12 09:41:57:664] >>Onrun M2HEART
[2023-06-12 09:41:59:178] >>Onrun M2HEART

[2023-06-12 09:42:00:707] >>Onrun M2HEART
[2023-06-12 09:42:02:218] >>Onrun M2HEART
[2023-06-12 09:42:03:726] >>Onrun M2HEART

[2023-06-12 09:42:05:251] >>Onrun M2HEART
[2023-06-12 09:42:06:767] >>Onrun M2HEART
[2023-06-12 09:42:08:276] >>Onrun M2HEART
[2023-06-12 09:42:09:793] >>Onrun M2HEART

[2023-06-12 09:42:11:315] >>Onrun M2HEART
[2023-06-12 09:42:12:828] >>Onrun M2HEART
[2023-06-12 09:42:14:336] >>Onrun M2HEART

[2023-06-12 09:42:15:848] >>Onrun M2HEART
[2023-06-12 09:42:17:374] >>Onrun M2HEART
[2023-06-12 09:42:18:888] >>Onrun M2HEART

[2023-06-12 09:42:20:396] >>Onrun M2HEART
[2023-06-12 09:42:21:925] >>Onrun M2HEART
[2023-06-12 09:42:23:437] >>Onrun M2HEART
[2023-06-12 09:42:24:944] >>Onrun M2HEART

[2023-06-12 09:42:26:471] >>Onrun M2HEART
[2023-06-12 09:42:27:982] >>Onrun M2HEART
[2023-06-12 09:42:29:491] >>Onrun M2HEART

[2023-06-12 09:42:31:017] >>Onrun M2HEART
[2023-06-12 09:42:32:529] >>Onrun M2HEART
[2023-06-12 09:42:34:040] >>Onrun M2HEART

[2023-06-12 09:42:35:564] >>Onrun M2HEART
[2023-06-12 09:42:37:075] >>Onrun M2HEART
[2023-06-12 09:42:38:588] >>Onrun M2HEART

[2023-06-12 09:42:40:100] >>Onrun M2HEART
[2023-06-12 09:42:41:628] >>Onrun M2HEART
[2023-06-12 09:42:43:138] >>Onrun M2HEART
[2023-06-12 09:42:44:652] >>Onrun M2HEART

[2023-06-12 09:42:46:171] >>Onrun M2HEART
[2023-06-12 09:42:47:688] >>Onrun M2HEART
[2023-06-12 09:42:49:201] >>Onrun M2HEART

[2023-06-12 09:42:50:708] >>Onrun M2HEART
[2023-06-12 09:42:52:224] >>Onrun M2HEART
[2023-06-12 09:42:53:751] >>Onrun M2HEART

[2023-06-12 09:42:55:264] >>Onrun M2HEART
[2023-06-12 09:42:56:774] >>Onrun M2HEART
[2023-06-12 09:42:58:288] >>Onrun M2HEART
[2023-06-12 09:42:59:806] >>Onrun M2HEART

[2023-06-12 09:43:01:318] >>Onrun M2HEART
[2023-06-12 09:43:02:843] >>Onrun M2HEART
[2023-06-12 09:43:04:356] >>Onrun M2HEART

[2023-06-12 09:43:05:866] >>Onrun M2HEART
[2023-06-12 09:43:07:381] >>Onrun M2HEART
[2023-06-12 09:43:08:909] >>Onrun M2HEART

[2023-06-12 09:43:10:423] >>Onrun M2HEART
[2023-06-12 09:43:11:936] >>Onrun M2HEART
[2023-06-12 09:43:13:445] >>Onrun M2HEART
[2023-06-12 09:43:14:969] >>Onrun M2HEART

[2023-06-12 09:43:16:476] >>Onrun M2HEART
[2023-06-12 09:43:17:990] >>Onrun M2HEART
[2023-06-12 09:43:19:516] >>Onrun M2HEART

[2023-06-12 09:43:21:032] >>Onrun M2HEART
[2023-06-12 09:43:22:545] >>Onrun M2HEART
[2023-06-12 09:43:24:053] >>Onrun M2HEART

[2023-06-12 09:43:25:578] >>Onrun M2HEART
[2023-06-12 09:43:27:091] >>Onrun M2HEART
[2023-06-12 09:43:28:600] >>Onrun M2HEART

[2023-06-12 09:43:30:126] >>Onrun M2HEART
[2023-06-12 09:43:31:634] >>Onrun M2HEART
[2023-06-12 09:43:33:158] >>Onrun M2HEART
[2023-06-12 09:43:34:667] >>Onrun M2HEART

[2023-06-12 09:43:36:180] >>Onrun M2HEART
[2023-06-12 09:43:37:705] >>Onrun M2HEART
[2023-06-12 09:43:39:218] >>Onrun M2HEART

[2023-06-12 09:43:40:727] >>Onrun M2HEART
[2023-06-12 09:43:42:251] >>Onrun M2HEART
[2023-06-12 09:43:43:762] >>Onrun M2HEART

[2023-06-12 09:43:45:270] >>Onrun M2HEART
[2023-06-12 09:43:46:798] >>Onrun M2HEART
[2023-06-12 09:43:48:309] >>Onrun M2HEART
[2023-06-12 09:43:49:819] >>Onrun M2HEART

[2023-06-12 09:43:51:346] >>Onrun M2HEART
[2023-06-12 09:43:52:848] >>Onrun M2HEART
[2023-06-12 09:43:54:371] >>Onrun M2HEART

[2023-06-12 09:43:55:882] >>Onrun M2HEART
[2023-06-12 09:43:57:404] >>Onrun M2HEART
[2023-06-12 09:43:58:914] >>Onrun M2HEART

[2023-06-12 09:44:00:427] >>Onrun M2HEART
[2023-06-12 09:44:01:952] >>Onrun M2HEART
[2023-06-12 09:44:03:470] >>Onrun M2HEART
[2023-06-12 09:44:04:978] >>Onrun M2HEART

[2023-06-12 09:44:06:491] >>Onrun M2HEART
[2023-06-12 09:44:08:013] >>Onrun M2HEART
[2023-06-12 09:44:09:527] >>Onrun M2HEART

[2023-06-12 09:44:11:039] >>Onrun M2HEART
[2023-06-12 09:44:12:562] >>Onrun M2HEART
[2023-06-12 09:44:14:072] >>Onrun M2HEART

[2023-06-12 09:44:15:582] >>Onrun M2HEART
[2023-06-12 09:44:17:105] >>Onrun M2HEART
[2023-06-12 09:44:18:613] >>Onrun M2HEART

[2023-06-12 09:44:20:141] >>Onrun M2HEART
[2023-06-12 09:44:21:652] >>Onrun M2HEART
[2023-06-12 09:44:23:161] >>Onrun M2HEART
[2023-06-12 09:44:24:684] >>Onrun M2HEART

[2023-06-12 09:44:26:196] >>Onrun M2HEART
[2023-06-12 09:44:27:709] >>Onrun M2HEART
[2023-06-12 09:44:29:236] >>Onrun M2HEART

[2023-06-12 09:44:30:748] >>Onrun M2HEART
[2023-06-12 09:44:32:262] >>Onrun M2HEART
[2023-06-12 09:44:33:775] >>Onrun M2HEART

[2023-06-12 09:44:35:288] >>Onrun M2HEART
[2023-06-12 09:44:36:802] >>Onrun M2HEART
[2023-06-12 09:44:38:330] >>Onrun M2HEART
[2023-06-12 09:44:39:841] >>Onrun M2HEART

[2023-06-12 09:44:41:352] >>Onrun M2HEART
[2023-06-12 09:44:42:866] >>Onrun M2HEART
[2023-06-12 09:44:44:379] >>Onrun M2HEART

[2023-06-12 09:44:45:903] >>Onrun M2HEART
[2023-06-12 09:44:47:269] ÏûÏ¢¼ÇÂ¼:°®°¦[mgdt1-25,19] -> 1001,25,19,0,0,0
[2023-06-12 09:44:47:424] >>Onrun M2HEART
[2023-06-12 09:44:48:284] ÏûÏ¢¼ÇÂ¼:°®°¦[mgdt1-25,17] -> 1001,25,17,0,0,0
[2023-06-12 09:44:48:516] ÏûÏ¢¼ÇÂ¼:°®°¦[mgdt1-25,17] -> 3010,0,7,0,1114137,
[2023-06-12 09:44:48:939] >>Onrun M2HEART
[2023-06-12 09:44:49:296] ÏûÏ¢¼ÇÂ¼:°®°¦[mgdt1-23,15] -> 1001,23,15,0,0,0

[2023-06-12 09:44:50:310] ÏûÏ¢¼ÇÂ¼:°®°¦[mgdt1-21,17] -> 1001,21,17,0,0,0
[2023-06-12 09:44:50:450] >>Onrun M2HEART
[2023-06-12 09:44:51:321] ÏûÏ¢¼ÇÂ¼:°®°¦[mgdt1-21,17] -> 1001,21,17,0,0,0
[2023-06-12 09:44:51:960] >>Onrun M2HEART
[2023-06-12 09:44:52:350] ÏûÏ¢¼ÇÂ¼:°®°¦[mgdt1-21,17] -> 1001,21,17,0,0,0
[2023-06-12 09:44:53:361] ÏûÏ¢¼ÇÂ¼:°®°¦[mgdt1-23,15] -> 1001,23,15,0,0,0
[2023-06-12 09:44:53:486] >>Onrun M2HEART
[2023-06-12 09:44:54:910] ÏûÏ¢¼ÇÂ¼:°®°¦[mgdt1-24,13] -> 1001,24,13,0,0,0
[2023-06-12 09:44:55:004] >>Onrun M2HEART

[2023-06-12 09:44:55:922] ÏûÏ¢¼ÇÂ¼:°®°¦[mgdt1-24,13] -> 1001,24,13,0,0,0
[2023-06-12 09:44:56:530] >>Onrun M2HEART
[2023-06-12 09:44:56:950] ÏûÏ¢¼ÇÂ¼:°®°¦[mgdt1-24,13] -> 1001,24,13,0,0,0
[2023-06-12 09:44:57:960] ÏûÏ¢¼ÇÂ¼:°®°¦[mgdt1-24,13] -> 1001,24,13,0,0,0
[2023-06-12 09:44:58:037] >>Onrun M2HEART
[2023-06-12 09:44:58:958] ÏûÏ¢¼ÇÂ¼:°®°¦[mgdt1-24,13] -> 1001,24,13,0,0,0
[2023-06-12 09:44:59:565] >>Onrun M2HEART
[2023-06-12 09:44:59:971] ÏûÏ¢¼ÇÂ¼:°®°¦[mgdt1-24,13] -> 1001,24,13,0,0,0

[2023-06-12 09:45:01:002] ÏûÏ¢¼ÇÂ¼:°®°¦[mgdt1-24,13] -> 1001,24,13,0,0,0
[2023-06-12 09:45:01:080] >>Onrun M2HEART
[2023-06-12 09:45:02:000] ÏûÏ¢¼ÇÂ¼:°®°¦[mgdt1-24,13] -> 1001,24,13,0,0,0
[2023-06-12 09:45:02:592] >>Onrun M2HEART
[2023-06-12 09:45:03:013] ÏûÏ¢¼ÇÂ¼:°®°¦[mgdt1-24,13] -> 1001,24,13,0,0,0
[2023-06-12 09:45:03:982] ÏûÏ¢¼ÇÂ¼:°®°¦[mgdt1-24,13] -> 3199,0,0,0,0,{"index":102,"subid":3,"act":"@QÈºÀñ°ü"}
[2023-06-12 09:45:04:029] ÏûÏ¢¼ÇÂ¼:°®°¦[mgdt1-24,13] -> 1001,24,13,0,0,0
[2023-06-12 09:45:04:107] >>Onrun M2HEART

[2023-06-12 09:45:05:041] ÏûÏ¢¼ÇÂ¼:°®°¦[mgdt1-24,13] -> 1001,24,13,0,0,0
[2023-06-12 09:45:05:615] >>Onrun M2HEART
